date,open,high,low,close,adjusted_close,volume
2010-03-12,3.7387,3.7852,3.7116,3.7174,3.7174,0
2010-03-15,3.7101,3.7355,3.6907,3.7269,3.7269,0
2010-03-16,3.7006,3.7203,3.667,3.6803,3.6803,0
2010-03-17,3.6531,3.6702,3.6291,3.6537,3.6537,0
2010-03-18,3.6427,3.6784,3.6178,3.6698,3.6698,0
2010-03-19,3.6756,3.7089,3.6575,3.667,3.667,0
2010-03-22,3.6917,3.6936,3.6547,3.6613,3.6613,0
2010-03-23,3.6635,3.6784,3.6461,3.6632,3.6632,0
2010-03-24,3.6892,3.8009,3.6769,3.7702,3.7702,0
2010-03-25,3.8289,3.8696,3.8222,3.8686,3.8686,0
2010-03-26,3.8777,3.9018,3.8474,3.8639,3.8639,0
2010-03-29,3.8759,3.8895,3.8446,3.8746,3.8746,0
2010-03-30,3.8692,3.9068,3.8514,3.8786,3.8786,0
2010-03-31,3.8605,3.8718,3.8156,3.8408,3.8408,0
2010-04-01,3.8383,3.8864,3.8247,3.8612,3.8612,0
2010-04-02,3.873,3.9598,3.8536,3.9393,3.9393,0
2010-04-05,3.9377,4.0012,3.9348,3.9943,3.9943,0
2010-04-06,3.9751,3.976,3.9365,3.9561,3.9561,0
2010-04-07,3.9545,3.9699,3.9268,3.9473,3.9473,0
2010-04-08,3.8644,3.879,3.8334,3.8732,3.8732,0
2010-04-09,3.8951,3.929,3.8704,3.9094,3.9094,0
2010-04-12,3.9222,3.9281,3.8384,3.8423,3.8423,0
2010-04-13,3.8466,3.853,3.7997,3.8375,3.8375,0
2010-04-14,3.8292,3.8531,3.8007,3.8201,3.8201,0
2010-04-15,3.8632,3.8931,3.8259,3.8308,3.8308,0
2010-04-16,3.842,3.842,3.7554,3.7747,3.7747,0
2010-04-19,3.7497,3.7961,3.7497,3.7777,3.7777,0
2010-04-20,3.7974,3.8261,3.7854,3.8155,3.8155,0
2010-04-21,3.8145,3.8194,3.7391,3.7623,3.7623,0
2010-04-22,3.7405,3.7613,3.7113,3.7324,3.7324,0
2010-04-23,3.7705,3.8341,3.747,3.8137,3.8137,0
2010-04-26,3.8209,3.841,3.7769,3.7934,3.7934,0
2010-04-27,3.8045,3.8103,3.6643,3.6873,3.6873,0
2010-04-28,3.6839,3.7606,3.6615,3.7355,3.7355,0
2010-04-29,3.7442,3.7887,3.7442,3.7712,3.7712,0
2010-04-30,3.734,3.7539,3.6835,3.6903,3.6903,0
2010-05-03,3.6932,3.7095,3.6816,3.7066,3.7066,0
2010-05-04,3.7038,3.7067,3.6032,3.627,3.627,0
2010-05-05,3.6022,3.6203,3.4865,3.5689,3.5689,0
2010-05-06,3.5483,3.5927,3.4488,3.4695,3.4695,0
2010-05-07,3.4002,3.5071,3.2946,3.4195,3.4195,0
2010-05-10,3.5564,3.6069,3.481,3.564,3.564,0
2010-05-11,3.533,3.5678,3.4608,3.5536,3.5536,0
2010-05-12,3.5263,3.5764,3.4904,3.5602,3.5602,0
2010-05-13,3.5662,3.575,3.4847,3.5417,3.5417,0
2010-05-14,3.5261,3.5445,3.4105,3.4253,3.4253,0
2010-05-17,3.4488,3.4543,3.4441,3.4516,3.4516,0
2010-05-18,3.4822,3.5024,3.4206,3.4336,3.4336,0
2010-05-19,3.3753,3.4002,3.3091,3.332,3.332,0
2010-05-20,3.3737,3.3799,3.2015,3.2424,3.2424,0
2010-05-21,3.2233,3.265,3.0956,3.2303,3.2303,0
2010-05-24,3.2387,3.2405,3.1586,3.213,3.213,0
2010-05-25,3.1959,3.1968,3.0658,3.1513,3.1513,0
2010-05-26,3.1892,3.2584,3.1747,3.2247,3.2247,0
2010-05-27,3.193,3.3538,3.1858,3.3243,3.3243,0
2010-05-28,3.353,3.353,3.2993,3.3204,3.3204,0
2010-05-31,3.353,3.353,3.2883,3.3011,3.3011,0
2010-06-01,3.3115,3.3124,3.2233,3.2736,3.2736,0
2010-06-02,3.2747,3.3231,3.2543,3.3157,3.3157,0
2010-06-03,3.3409,3.4183,3.3206,3.3599,3.3599,0
2010-06-04,3.37,3.383,3.2066,3.2211,3.2211,0
2010-06-07,3.1992,3.2448,3.1522,3.2047,3.2047,0
2010-06-08,3.1675,3.1973,3.132,3.1827,3.1827,0
2010-06-09,3.1929,3.2438,3.1747,3.2255,3.2255,0
2010-06-10,3.1792,3.2682,3.1746,3.2554,3.2554,0
2010-06-11,3.3183,3.3253,3.2344,3.2499,3.2499,0
2010-06-14,3.2575,3.3299,3.2483,3.3253,3.3253,0
2010-06-15,3.2629,3.3086,3.2251,3.2792,3.2792,0
2010-06-16,3.3135,3.3172,3.2369,3.2754,3.2754,0
2010-06-17,3.2591,3.2947,3.1802,3.2021,3.2021,0
2010-06-18,3.1967,3.2339,3.1736,3.2183,3.2183,0
2010-06-21,3.2672,3.3093,3.2525,3.2742,3.2742,0
2010-06-22,3.2515,3.2717,3.199,3.2164,3.2164,0
2010-06-23,3.1682,3.1907,3.0925,3.1179,3.1179,0
2010-06-24,3.1154,3.1326,3.0635,3.0988,3.0988,0
2010-06-25,3.1339,3.1685,3.0795,3.093,3.093,0
2010-06-28,3.1068,3.1129,3.036,3.0468,3.0468,0
2010-06-29,3.0299,3.0372,2.9543,2.9856,2.9856,0
2010-06-30,2.9598,2.9891,2.924,2.9837,2.9837,0
2010-07-01,2.9427,2.9594,2.8792,2.904,2.904,0
2010-07-02,2.9515,2.9947,2.9026,2.9562,2.9562,0
2010-07-05,2.9515,2.9707,2.9331,2.9412,2.9412,0
2010-07-06,2.9286,2.9946,2.8697,2.9704,2.9704,0
2010-07-07,2.9374,2.9711,2.9121,2.9505,2.9505,0
2010-07-08,2.9911,3.0557,2.9692,3.0151,3.0151,0
2010-07-09,3.0288,3.0635,3.0192,3.0472,3.0472,0
2010-07-12,3.0528,3.0655,3.0074,3.0209,3.0209,0
2010-07-13,3.0389,3.1087,2.9721,3.1042,3.1042,0
2010-07-14,3.1318,3.1318,3.0569,3.1032,3.1032,0
2010-07-15,3.0381,3.0803,2.962,2.9719,2.9719,0
2010-07-16,2.9955,3.0067,2.9168,2.9249,2.9249,0
2010-07-19,2.966,2.966,2.9176,2.9454,2.9454,0
2010-07-20,2.9591,2.9778,2.8978,2.9318,2.9318,0
2010-07-21,2.9604,2.9712,2.9182,2.9361,2.9361,0
2010-07-22,2.8737,2.9477,2.8629,2.9333,2.9333,0
2010-07-23,2.9479,2.995,2.9257,2.9554,2.9554,0
2010-07-26,2.9915,3.0347,2.9696,3.022,3.022,0
2010-07-27,2.996,3.0582,2.9806,3.0455,3.0455,0
2010-07-28,3.0403,3.06,3.0155,3.049,3.049,0
2010-07-29,2.9958,3.0335,2.9575,2.9729,2.9729,0
2010-07-30,2.9776,2.9906,2.9086,2.9203,2.9203,0
2010-08-02,2.9177,2.9624,2.9141,2.9471,2.9471,0
2010-08-03,2.9582,2.9582,2.8886,2.911,2.911,0
2010-08-04,2.922,2.955,2.8761,2.9378,2.9378,0
2010-08-05,2.9489,2.9648,2.9,2.9017,2.9017,0
2010-08-06,2.9092,2.9222,2.8181,2.8262,2.8262,0
2010-08-09,2.8235,2.8412,2.8046,2.8349,2.8349,0
2010-08-10,2.8325,2.8392,2.8062,2.833,2.833,0
2010-08-11,2.7466,2.7474,2.69,2.7218,2.7218,0
2010-08-12,2.7048,2.7441,2.681,2.7405,2.7405,0
2010-08-13,2.7482,2.7518,2.6936,2.6999,2.6999,0
2010-08-16,2.6707,2.6792,2.5782,2.6014,2.6014,0
2010-08-17,2.5777,2.6496,2.5715,2.6353,2.6353,0
2010-08-18,2.6219,2.6219,2.5791,2.6112,2.6112,0
2010-08-19,2.6348,2.6784,2.5586,2.5755,2.5755,0
2010-08-20,2.583,2.5919,2.5275,2.5639,2.5639,0
2010-08-23,2.6111,2.6425,2.596,2.6067,2.6067,0
2010-08-24,2.5972,2.5981,2.4647,2.5283,2.5283,0
2010-08-25,2.4968,2.5186,2.4224,2.4796,2.4796,0
2010-08-26,2.5375,2.5531,2.492,2.5309,2.5309,0
2010-08-27,2.4782,2.629,2.4763,2.6272,2.6272,0
2010-08-30,2.6474,2.6636,2.5308,2.5495,2.5495,0
2010-08-31,2.5383,2.5392,2.4635,2.4927,2.4927,0
2010-09-01,2.4798,2.6263,2.4542,2.6039,2.6039,0
2010-09-02,2.5712,2.638,2.5525,2.62,2.62,0
2010-09-03,2.62,2.761,2.6123,2.7174,2.7174,0
2010-09-06,2.62,2.7856,2.6123,2.7092,2.7092,0
2010-09-07,2.6771,2.6979,2.6308,2.6425,2.6425,0
2010-09-08,2.6083,2.6641,2.5711,2.6632,2.6632,0
2010-09-09,2.6528,2.7329,2.6191,2.7229,2.7229,0
2010-09-10,2.7497,2.816,2.7339,2.7876,2.7876,0
2010-09-13,2.8202,2.8537,2.7575,2.7685,2.7685,0
2010-09-14,2.7525,2.7571,2.6731,2.6958,2.6958,0
2010-09-15,2.6727,2.7348,2.6551,2.6795,2.6795,0
2010-09-16,2.7298,2.7942,2.6732,2.775,2.775,0
2010-09-17,2.7617,2.808,2.694,2.7349,2.7349,0
2010-09-20,2.7404,2.755,2.7104,2.7322,2.7322,0
2010-09-21,2.7072,2.7127,2.6542,2.6642,2.6642,0
2010-09-22,2.5714,2.5714,2.5061,2.5177,2.5177,0
2010-09-23,2.5696,2.5794,2.4785,2.5293,2.5293,0
2010-09-24,2.5395,2.6208,2.5292,2.601,2.601,0
2010-09-27,2.6001,2.6113,2.5247,2.5319,2.5319,0
2010-09-28,2.5287,2.5471,2.457,2.4828,2.4828,0
2010-09-29,2.468,2.4916,2.4463,2.4881,2.4881,0
2010-09-30,2.4938,2.5811,2.4613,2.5309,2.5309,0
2010-10-01,2.504,2.5658,2.4874,2.5219,2.5219,0
2010-10-04,2.4981,2.5079,2.4603,2.4861,2.4861,0
2010-10-05,2.4731,2.4932,2.4318,2.4861,2.4861,0
2010-10-06,2.4731,2.4793,2.3663,2.3725,2.3725,0
2010-10-07,2.3967,2.4188,2.3724,2.3954,2.3954,0
2010-10-08,2.3887,2.4404,2.3307,2.3545,2.3545,0
2010-10-11,2.3887,2.4404,2.3307,2.396,2.396,0
2010-10-12,2.3597,2.3848,2.3395,2.3721,2.3721,0
2010-10-13,2.4318,2.4804,2.4158,2.4742,2.4742,0
2010-10-14,2.4273,2.4616,2.4157,2.4518,2.4518,0
2010-10-15,2.5022,2.5692,2.4455,2.5575,2.5575,0
2010-10-18,2.556,2.556,2.4865,2.5017,2.5017,0
2010-10-19,2.512,2.5637,2.4945,2.5196,2.5196,0
2010-10-20,2.477,2.5187,2.4543,2.4694,2.4694,0
2010-10-21,2.4703,2.525,2.4596,2.5196,2.5196,0
2010-10-22,2.5443,2.5854,2.5186,2.57,2.57,0
2010-10-25,2.5443,2.5456,2.4916,2.5114,2.5114,0
2010-10-26,2.5577,2.6262,2.5483,2.6153,2.6153,0
2010-10-27,2.642,2.7129,2.6284,2.669,2.669,0
2010-10-28,2.7133,2.723,2.6599,2.6763,2.6763,0
2010-10-29,2.6667,2.6703,2.6089,2.6207,2.6207,0
2010-11-01,2.6002,2.6029,2.5975,2.6029,2.6029,0
2010-11-02,2.622,2.6393,2.5835,2.5916,2.5916,0
2010-11-03,2.5943,2.5971,2.5301,2.5454,2.5454,0
2010-11-04,2.5748,2.5843,2.4527,2.4706,2.4706,0
2010-11-05,2.4926,2.5888,2.4723,2.53,2.53,0
2010-11-08,2.5312,2.5535,2.5105,2.52,2.52,0
2010-11-09,2.5421,2.5834,2.5227,2.5698,2.5698,0
2010-11-10,2.6772,2.7472,2.6509,2.7156,2.7156,0
2010-11-11,2.6772,2.7852,2.5947,2.6438,2.6438,0
2010-11-12,2.6563,2.7206,2.604,2.6908,2.6908,0
2010-11-15,2.769,2.9128,2.7581,2.845,2.845,0
2010-11-16,2.9419,2.9492,2.8651,2.9202,2.9202,0
2010-11-17,2.867,2.8817,2.7967,2.8058,2.8058,0
2010-11-18,2.8813,2.9637,2.8712,2.9535,2.9535,0
2010-11-19,2.8989,2.9095,2.8567,2.8966,2.8966,0
2010-11-22,2.8939,2.904,2.7987,2.8142,2.8142,0
2010-11-23,2.7778,2.7951,2.7234,2.7497,2.7497,0
2010-11-24,2.7702,2.8876,2.7425,2.8693,2.8693,0
2010-11-25,2.7702,2.8066,2.7657,2.7875,2.7875,0
2010-11-26,2.8896,2.9053,2.8373,2.8694,2.8694,0
2010-11-29,2.8879,2.9008,2.8063,2.8438,2.8438,0
2010-11-30,2.8205,2.8205,2.7453,2.7762,2.7762,0
2010-12-01,2.8059,2.9619,2.7904,2.9212,2.9212,0
2010-12-02,2.9504,3.0281,2.9434,2.9824,2.9824,0
2010-12-03,2.9831,3.048,2.8928,2.9734,2.9734,0
2010-12-06,2.9748,2.9827,2.9271,2.9549,2.9549,0
2010-12-07,2.9488,3.0942,2.9396,3.0782,3.0782,0
2010-12-08,3.1315,3.2987,3.1296,3.2833,3.2833,0
2010-12-09,3.2551,3.2691,3.189,3.227,3.227,0
2010-12-10,3.2085,3.2868,3.177,3.2628,3.2628,0
2010-12-13,3.3211,3.397,3.3009,3.3592,3.3592,0
2010-12-14,3.2876,3.3924,3.2708,3.3778,3.3778,0
2010-12-15,3.4798,3.5072,3.3838,3.4168,3.4168,0
2010-12-16,3.5055,3.565,3.458,3.5424,3.5424,0
2010-12-17,3.4405,3.4444,3.3642,3.4069,3.4069,0
2010-12-20,3.4405,3.4444,3.254,3.331,3.331,0
2010-12-21,3.335,3.3577,3.2921,3.3335,3.3335,0
2010-12-22,3.3245,3.3482,3.2932,3.326,3.326,0
2010-12-23,3.3503,3.4008,3.3406,3.3804,3.3804,0
2010-12-24,3.3503,3.4076,3.3406,3.3959,3.3959,0
2010-12-27,3.3972,3.4416,3.3792,3.4279,3.4279,0
2010-12-28,3.3362,3.4066,3.3086,3.3871,3.3871,0
2010-12-29,3.462,3.5018,3.4234,3.4792,3.4792,0
2010-12-30,3.3501,3.4187,3.3317,3.3914,3.3914,0
2010-12-31,3.3705,3.3793,3.3085,3.3249,3.3249,0
2011-01-03,3.3542,3.4263,3.3202,3.3775,3.3775,0
2011-01-04,3.3382,3.3777,3.3097,3.3349,3.3349,0
2011-01-05,3.3354,3.4374,3.28,3.4286,3.4286,0
2011-01-06,3.4605,3.4759,3.4132,3.4396,3.4396,0
2011-01-07,3.4045,3.449,3.3562,3.3727,3.3727,0
2011-01-10,3.3253,3.3427,3.2682,3.2981,3.2981,0
2011-01-11,3.2901,3.3604,3.2722,3.3507,3.3507,0
2011-01-12,3.3388,3.4192,3.3242,3.4094,3.4094,0
2011-01-13,3.372,3.392,3.3335,3.3705,3.3705,0
2011-01-14,3.308,3.3352,3.249,3.2761,3.2761,0
2011-01-17,3.3027,3.3669,3.2467,3.3221,3.3221,0
2011-01-18,3.299,3.4184,3.2704,3.3929,3.3929,0
2011-01-19,3.3673,3.3951,3.3326,3.3618,3.3618,0
2011-01-20,3.3421,3.4286,3.3061,3.4129,3.4129,0
2011-01-21,3.4435,3.4725,3.4135,3.4439,3.4439,0
2011-01-24,3.424,3.4456,3.3872,3.3891,3.3891,0
2011-01-25,3.4007,3.4207,3.3483,3.406,3.406,0
2011-01-26,3.3451,3.4023,3.3422,3.3866,3.3866,0
2011-01-27,3.4177,3.4783,3.3907,3.4447,3.4447,0
2011-01-28,3.3957,3.465,3.3668,3.3726,3.3726,0
2011-01-31,3.3177,3.3748,3.3109,3.3454,3.3454,0
2011-02-01,3.3177,3.4077,3.3109,3.3783,3.3783,0
2011-02-02,3.4473,3.4518,3.3928,3.4518,3.4518,0
2011-02-03,3.484,3.5602,3.4659,3.5174,3.5174,0
2011-02-04,3.5455,3.6491,3.52,3.6401,3.6401,0
2011-02-07,3.6449,3.6958,3.6278,3.6675,3.6675,0
2011-02-08,3.6379,3.6759,3.6275,3.6627,3.6627,0
2011-02-09,3.6379,3.8609,3.6281,3.7403,3.7403,0
2011-02-10,3.6379,3.7012,3.6275,3.687,3.687,0
2011-02-11,3.688,3.6918,3.6118,3.6249,3.6249,0
2011-02-14,3.6344,3.6804,3.6127,3.6249,3.6249,0
2011-02-15,3.6306,3.6663,3.6014,3.6211,3.6211,0
2011-02-16,3.6165,3.6559,3.5883,3.6418,3.6418,0
2011-02-17,3.6287,3.6287,3.5509,3.5649,3.5649,0
2011-02-18,3.5847,3.6361,3.5798,3.622,3.622,0
2011-02-21,3.5847,3.6361,3.5667,3.591,3.591,0
2011-02-22,3.5416,3.5509,3.4773,3.5098,3.5098,0
2011-02-23,3.4709,3.4986,3.4319,3.4476,3.4476,0
2011-02-24,3.4866,3.4903,3.4199,3.4402,3.4402,0
2011-02-25,3.465,3.4789,3.4308,3.4447,3.4447,0
2011-02-28,3.4124,3.4335,3.3856,3.4197,3.4197,0
2011-03-01,3.4401,3.4965,3.4355,3.4724,3.4724,0
2011-03-02,3.4049,3.4528,3.391,3.4325,3.4325,0
2011-03-03,3.4752,3.558,3.4602,3.5403,3.5403,0
2011-03-04,3.5665,3.6002,3.5094,3.5271,3.5271,0
2011-03-07,3.5067,3.558,3.4806,3.514,3.514,0
2011-03-08,3.5188,3.5373,3.4888,3.5252,3.5252,0
2011-03-09,3.5515,3.559,3.5186,3.527,3.527,0
2011-03-10,3.4749,3.4831,3.4237,3.4506,3.4506,0
2011-03-11,3.3713,3.4125,3.3323,3.3949,3.3949,0
2011-03-14,3.4033,3.4254,3.3313,3.3469,3.3469,0
2011-03-15,3.3535,3.3535,3.1386,3.2891,3.2891,0
2011-03-16,3.2947,3.3412,3.149,3.2206,3.2206,0
2011-03-17,3.1755,3.298,3.1672,3.2624,3.2624,0
2011-03-18,3.2434,3.3226,3.2302,3.2813,3.2813,0
2011-03-21,3.3685,3.3732,3.2977,3.3372,3.3372,0
2011-03-22,3.3346,3.3676,3.3105,3.3519,3.3519,0
2011-03-23,3.3327,3.3454,3.2792,3.3389,3.3389,0
2011-03-24,3.3428,3.4035,3.3214,3.3887,3.3887,0
2011-03-25,3.4102,3.4191,3.3802,3.4071,3.4071,0
2011-03-28,3.4695,3.4862,3.4339,3.4358,3.4358,0
2011-03-29,3.4341,3.4749,3.4182,3.4721,3.4721,0
2011-03-30,3.4862,3.5087,3.4581,3.4674,3.4674,0
2011-03-31,3.4386,3.4842,3.404,3.4412,3.4412,0
2011-04-01,3.4759,3.5301,3.4626,3.4738,3.4738,0
2011-04-04,3.4552,3.4747,3.4047,3.4215,3.4215,0
2011-04-05,3.4468,3.4896,3.3991,3.4812,3.4812,0
2011-04-06,3.4823,3.5375,3.4709,3.5206,3.5206,0
2011-04-07,3.5555,3.58,3.5205,3.5478,3.5478,0
2011-04-08,3.5583,3.6197,3.5507,3.5865,3.5865,0
2011-04-11,3.6065,3.6094,3.5761,3.5799,3.5799,0
2011-04-12,3.5819,3.5838,3.4828,3.495,3.495,0
2011-04-13,3.5026,3.5458,3.4912,3.4931,3.4931,0
2011-04-14,3.4679,3.4874,3.4182,3.479,3.479,0
2011-04-15,3.496,3.4998,3.4106,3.4264,3.4264,0
2011-04-18,3.4088,3.4704,3.364,3.4058,3.4058,0
2011-04-19,3.3855,3.417,3.3509,3.3565,3.3565,0
2011-04-20,3.3743,3.4141,3.3668,3.3964,3.3964,0
2011-04-21,3.4105,3.4236,3.3703,3.388,3.388,0
2011-04-22,3.4105,3.4236,3.3703,3.4029,3.4029,0
2011-04-25,3.4105,3.4236,3.3626,3.3728,3.3728,0
2011-04-26,3.3618,3.3784,3.3384,3.3458,3.3458,0
2011-04-27,3.3743,3.3863,3.3235,3.3578,3.3578,0
2011-04-28,3.3561,3.3615,3.3021,3.3215,3.3215,0
2011-04-29,3.3222,3.338,3.2898,3.3028,3.3028,0
2011-05-02,3.301,3.3314,3.2723,3.287,3.287,0
2011-05-03,3.2785,3.2869,3.2527,3.2822,3.2822,0
2011-05-04,3.2498,3.2766,3.2121,3.225,3.225,0
2011-05-05,3.2221,3.2286,3.1616,3.1936,3.1936,0
2011-05-06,3.1599,3.2449,3.1521,3.1924,3.1924,0
2011-05-09,3.1476,3.196,3.1383,3.1584,3.1584,0
2011-05-10,3.1641,3.1867,3.1493,3.1748,3.1748,0
2011-05-11,3.2163,3.24,3.2004,3.2096,3.2096,0
2011-05-12,3.1902,3.2146,3.1594,3.2008,3.2008,0
2011-05-13,3.2216,3.2387,3.1511,3.1584,3.1584,0
2011-05-16,3.1589,3.2072,3.1456,3.1805,3.1805,0
2011-05-17,3.147,3.1778,3.0934,3.1117,3.1117,0
2011-05-18,3.1204,3.1612,3.0879,3.1529,3.1529,0
2011-05-19,3.1847,3.2434,3.1686,3.2017,3.2017,0
2011-05-20,3.1727,3.1925,3.1391,3.1621,3.1621,0
2011-05-23,3.136,3.1405,3.0842,3.1162,3.1162,0
2011-05-24,3.1194,3.1676,3.113,3.1566,3.1566,0
2011-05-25,3.1203,3.141,3.0905,3.1382,3.1382,0
2011-05-26,3.1313,3.1649,3.0686,3.0869,3.0869,0
2011-05-27,3.0613,3.1051,3.0475,3.0585,3.0585,0
2011-05-30,3.0613,3.1051,3.0475,3.0795,3.0795,0
2011-05-31,3.0653,3.1106,3.0516,3.0612,3.0612,0
2011-06-01,3.068,3.0858,2.9648,2.9775,2.9775,0
2011-06-02,2.9553,3.0083,2.9421,2.981,2.981,0
2011-06-03,3.0215,3.0309,2.9492,3.0045,3.0045,0
2011-06-06,2.9859,3.0428,2.9754,3.0355,3.0355,0
2011-06-07,3.0063,3.0601,3.0063,3.0446,3.0446,0
2011-06-08,3.0067,3.0163,2.9518,2.9726,2.9726,0
2011-06-09,2.9522,2.9808,2.921,2.9808,2.9808,0
2011-06-10,2.9948,2.9993,2.9299,2.9534,2.9534,0
2011-06-13,2.9729,3.017,2.9683,2.9742,2.9742,0
2011-06-14,2.9874,3.0967,2.9756,3.0811,3.0811,0
2011-06-15,3.0935,3.0994,2.9742,2.986,2.986,0
2011-06-16,2.9719,2.9891,2.8791,2.9351,2.9351,0
2011-06-17,2.9445,2.9849,2.9114,2.9458,2.9458,0
2011-06-20,2.9499,2.9712,2.8861,2.9694,2.9694,0
2011-06-21,2.969,3.0067,2.9462,2.9803,2.9803,0
2011-06-22,2.9908,2.9962,2.9375,2.9557,2.9557,0
2011-06-23,2.9725,2.9816,2.894,2.9103,2.9103,0
2011-06-24,2.9289,2.9446,2.8749,2.8921,2.8921,0
2011-06-27,2.8635,2.8947,2.8392,2.8866,2.8866,0
2011-06-28,2.925,2.9873,2.901,2.9837,2.9837,0
2011-06-29,3.0345,3.103,3.0143,3.0919,3.0919,0
2011-06-30,3.1025,3.2125,3.0817,3.1846,3.1846,0
2011-07-01,3.1655,3.2238,3.1353,3.2088,3.2088,0
2011-07-04,3.1655,3.2238,3.1353,3.1893,3.1893,0
2011-07-05,3.1655,3.1889,3.1214,3.1418,3.1418,0
2011-07-06,3.1511,3.1511,3.0706,3.1103,3.1103,0
2011-07-07,3.1655,3.1902,3.102,3.1567,3.1567,0
2011-07-08,3.1655,3.1875,2.9961,3.0208,3.0208,0
2011-07-11,3.0323,3.0323,2.9248,2.9539,2.9539,0
2011-07-12,2.9361,2.9361,2.8125,2.9275,2.9275,0
2011-07-13,3.1353,3.1353,2.9484,2.9484,2.9484,0
2011-07-14,2.9365,2.9365,2.8792,2.9246,2.9246,0
2011-07-15,2.9894,2.9894,2.9117,2.9281,2.9281,0
2011-07-18,2.909,2.9162,2.8681,2.909,2.909,0
2011-07-19,2.9258,2.9692,2.9098,2.9299,2.9299,0
2011-07-20,2.8948,2.9444,2.892,2.9243,2.9243,0
2011-07-21,2.954,3.0095,2.9234,2.9994,2.9994,0
2011-07-22,3.0081,3.0177,2.9644,2.9855,2.9855,0
2011-07-25,2.9868,3.0333,2.9442,2.9864,2.9864,0
2011-07-26,2.9969,3.0444,2.9478,2.9561,2.9561,0
2011-07-27,2.9638,3.0001,2.9322,2.9698,2.9698,0
2011-07-28,2.9611,2.9936,2.9267,2.9459,2.9459,0
2011-07-29,2.9528,2.9646,2.8391,2.8636,2.8636,0
2011-08-01,2.8005,2.8581,2.7155,2.7298,2.7298,0
2011-08-02,2.7554,2.759,2.6724,2.6796,2.6796,0
2011-08-03,2.6078,2.6429,2.5463,2.5852,2.5852,0
2011-08-04,2.6246,2.6535,2.4644,2.4942,2.4942,0
2011-08-05,2.4167,2.5369,2.3402,2.4394,2.4394,0
2011-08-08,2.5672,2.5893,2.3487,2.3704,2.3704,0
2011-08-09,2.2928,2.4347,2.2428,2.3928,2.3928,0
2011-08-10,2.2496,2.3253,2.1067,2.1364,2.1364,0
2011-08-11,2.1722,2.2511,2.131,2.2476,2.2476,0
2011-08-12,2.3274,2.331,2.2238,2.2776,2.2776,0
2011-08-15,2.2619,2.2927,2.2318,2.252,2.252,0
2011-08-16,2.3097,2.3178,2.2538,2.275,2.275,0
2011-08-17,2.2213,2.2689,2.1896,2.1949,2.1949,0
2011-08-18,2.1696,2.1801,1.9872,2.0744,2.0744,0
2011-08-19,2.0537,2.1249,2.0113,2.0909,2.0909,0
2011-08-22,2.051,2.1371,2.0493,2.0883,2.0883,0
2011-08-23,2.0901,2.1695,2.0883,2.1266,2.1266,0
2011-08-24,2.167,2.2126,2.11,2.2002,2.2002,0
2011-08-25,2.2959,2.3046,2.2064,2.2399,2.2399,0
2011-08-26,2.232,2.2489,2.1231,2.1959,2.1959,0
2011-08-29,2.1994,2.2986,2.188,2.2737,2.2737,0
2011-08-30,2.2462,2.2498,2.1555,2.1986,2.1986,0
2011-08-31,2.1741,2.2233,2.1371,2.1801,2.1801,0
2011-09-01,2.2234,2.28,2.1643,2.1819,2.1819,0
2011-09-02,2.1442,2.1495,2.0246,2.042,2.042,0
2011-09-05,2.1442,2.1495,1.9805,1.9857,1.9857,0
2011-09-06,1.9237,2.0012,1.8971,1.9831,1.9831,0
2011-09-07,1.9961,2.0637,1.9831,2.0246,2.0246,0
2011-09-08,2.042,2.0446,1.9761,2.0072,2.0072,0
2011-09-09,1.9926,2.0219,1.9243,1.9363,1.9363,0
2011-09-12,1.9165,1.9526,1.8745,1.9225,1.9225,0
2011-09-13,1.9509,2.0027,1.9198,1.9984,1.9984,0
2011-09-14,1.9993,2.0348,1.9594,2.0088,2.0088,0
2011-09-15,2.0557,2.1318,2.0557,2.0766,2.0766,0
2011-09-16,2.0697,2.1195,2.0583,2.081,2.081,0
2011-09-19,2.0121,2.0347,1.9454,1.9644,1.9644,0
2011-09-20,1.9419,1.9929,1.9272,1.9531,1.9531,0
2011-09-21,1.9488,1.9712,1.8919,1.8971,1.8971,0
2011-09-22,1.8585,1.8601,1.7443,1.768,1.768,0
2011-09-23,1.7584,1.8086,1.6731,1.7788,1.7788,0
2011-09-26,1.8384,1.9045,1.7906,1.9028,1.9028,0
2011-09-27,1.8925,2.0005,1.8787,1.9788,1.9788,0
2011-09-28,1.9763,2.0589,1.9381,2.0589,2.0589,0
2011-09-29,1.971,2.0327,1.964,2.0048,2.0048,0
2011-09-30,1.9927,1.9961,1.8921,1.9526,1.9526,0
2011-10-03,1.9292,1.9292,1.8319,1.8585,1.8585,0
2011-10-04,1.767,1.8318,1.7194,1.813,1.813,0
2011-10-05,1.8336,1.904,1.8129,1.8988,1.8988,0
2011-10-06,1.8851,1.975,1.8652,1.9698,1.9698,0
2011-10-07,1.9759,2.1159,1.9705,2.1106,2.1106,0
2011-10-10,1.9759,2.1186,1.9705,2.0789,2.0789,0
2011-10-11,2.1691,2.1859,2.1098,2.1646,2.1646,0
2011-10-12,2.147,2.2341,2.1249,2.2162,2.2162,0
2011-10-13,2.2154,2.2234,2.123,2.1646,2.1646,0
2011-10-14,2.1594,2.27,2.1532,2.2359,2.2359,0
2011-10-17,2.2495,2.297,2.1735,2.202,2.202,0
